group,TD-DOA,keyword
Normal,16,file screening
Normal,120,MAB
Normal,107,RTW
Normal,275,MAB
Normal,99,RTW
Normal,151,MAB
Normal,256,MAB
Normal,256,MAB
Normal,133,MAB
Normal,85,RTW
Normal,704,MAB
Normal,69,file screening
Normal,219,MAB
Normal,99,RTW
Normal,20,file screening
Normal,250,MAB
Normal,127,RTW
Normal,455,MAB
Normal,80,file screening
Normal,373,MAB
DS,667,MAB
DS,667,MAB
DS,667,MAB
DS,882,DS
Normal,26,file screening
Normal,316,MAB
Normal,663,MAB
Normal,158,RTW
Normal,331,MAB
Normal,506,MAB
Normal,175,RTW
Normal,355,MAB
Normal,435,MAB
Normal,337,MAB
Normal,435,MAB-2nd
Normal,221,MAB
Normal,171,RTW
Normal,437,MAB
Normal,437,MAB
Normal,437,MAB
Normal,437,MAB
Normal,171,RTW
Normal,161,MAB
Normal,350,MAB
Normal,350,MAB
Normal,237,RTW
Normal,39,file screening
Normal,202,MAB
Normal,26,file screening
Normal,100,RTW
Normal,168,MAB
Normal,126,MAB
Normal,126,RTW
Normal,391,MAB
Normal,16,file screening
Normal,261,MAB
Normal,185,RTW
Normal,261,MAB
Normal,28,file screening
Normal,238,MAB
Normal,234,MAB
Normal,59,file screening
Normal,142,MAB
Normal,107,RTW
Normal,34,file screening
Normal,67,file screening
Normal,181,MAB
Normal,175,MAB
Normal,130,RTW
Normal,35,file screening
Normal,169,RTW
Normal,189,MAB
Normal,32,file screening
Normal,30,file screening
Normal,60,RTW
Normal,178,MAB
Normal,46,file screening
Normal,120,RTW
Normal,285,MAB
Normal,38,file screening
Normal,456,MAB
Normal,182,RTW
Normal,28,file screening
Normal,60,RTW
Normal,239,MAB
Normal,228,MAB
Normal,27,file screening
Normal,196,MAB
Normal,105,RTW
Normal,29,file screening
Normal,226,MAB
Normal,154,RTW
Normal,395,MAB
Normal,287,MAB
Normal,441,MAB
Normal,273,MAB
Normal,335,DS - Succeed
Normal,4,file screening
Normal,325,MAB
Normal,236,MAB
Normal,340,MAB
Normal,169,RTW
Normal,243,MAB
Normal,51,file screening
Normal,174,MAB
Normal,307,MAB-2nd
Normal,105,RTW
Normal,188,MAB
Normal,104,file screening
Normal,401,MAB
Normal,421,MAB
DS,239,MAB
DS,127,MAB
DS,126,RTW
DS,275,DS
DS,357,MAB-2nd
DS,357,MAB
Normal,323,MAB
Normal,93,RTW
Normal,149,MAB
Normal,92,RTW
DS,338,MAB
DS,590,MAB
DS,598,DS
DS,681,MAB
Normal,363,MAB
Normal,306,RTW
Legal,238,Legal
Legal,570,Legal
Legal,728,Legal
Legal,558,Legal
Legal,935,Legal
Legal,961,Legal
Legal,865,Legal
Legal,902,Legal
Legal,678,Legal
Legal,1061,Legal
Legal,796,Legal
Legal,1052,Legal
Legal,1093,Legal
Legal,1000,Legal
Legal,707,Legal
Legal,557,Legal
Legal,1028,Legal
Legal,183,Legal
Legal,1061,Legal
Legal,251,Legal
Legal,723,Legal
Legal,368,Legal
Legal,774,Legal
Legal,1117,Legal
Legal,702,Legal
Legal,781,Legal
Legal,590,Legal
Legal,232,Legal
Legal,120,Legal
Legal,595,Legal
Legal,676,Legal
Legal,738,Legal
Legal,773,Legal
Legal,249,Legal
Legal,682,Legal
Legal,659,Legal
Legal,383,Legal
Legal,464,Legal
Legal,726,Legal
Legal,516,Legal
Legal,1078,Legal
Legal,728,Legal
Legal,652,Legal
Legal,622,Legal
Legal,736,Legal
Legal,1051,Legal
Legal,517,Legal
Legal,729,Legal
Legal,646,Legal
Legal,420,Legal
Legal,709,Legal
Legal,304,Legal
Legal,459,Legal
Legal,418,Legal
Legal,798,Legal
Legal,449,Legal
Legal,881,Legal
Legal,699,Legal
Legal,806,Legal
Legal,654,Legal
Legal,540,Legal
Legal,587,Legal
Legal,901,Legal
Legal,579,Legal
Legal,783,Legal
Legal,548,Legal
Legal,900,Legal
Legal,543,Legal
Legal,748,Legal
Legal,2611,Legal
Legal,612,Legal
Legal,513,Legal
Legal,251,Legal
Legal,760,Legal
Legal,456,Legal
Legal,754,Legal
Legal,1094,Legal
Legal,725,Legal
Legal,1134,Legal
Legal,154,Legal
Legal,581,Legal
Legal,84,Legal
Legal,375,Legal
Legal,104,Legal
Legal,1646,Legal
Legal,591,Legal
Legal,417,Legal
Legal,525,Legal
Legal,449,Legal
Legal,1224,Legal
Legal,377,Legal
Legal,707,Legal
Legal,597,Legal
Legal,434,Legal
Legal,954,Legal
Legal,685,Legal
Legal,1440,Legal
Legal,1066,Legal
Legal,1106,Legal
Legal,729,Legal
Legal,1366,Legal
Legal,525,Legal
Legal,735,Legal
Legal,1041,Legal
Legal,739,Legal
Legal,734,Legal
Legal,1498,Legal
Legal,327,Legal
Legal,1025,Legal
Legal,668,Legal
Legal,402,Legal
Legal,1017,Legal
Legal,1200,Legal
Legal,1744,Legal
Legal,842,Legal
Legal,818,Legal
Legal,1035,Legal
Legal,553,Legal
Legal,520,Legal
Legal,954,Legal
Legal,578,Legal
Legal,1682,Legal
Legal,495,Legal
Legal,1193,Legal
Legal,915,Legal
Legal,1136,Legal
Legal,448,Legal
Legal,872,Legal
Legal,905,Legal
Legal,750,Legal
Legal,670,Legal
Legal,762,Legal
Legal,629,Legal
Legal,856,Legal
Legal,705,Legal
Legal,784,Legal
Legal,1892,Legal
Legal,941,Legal
Legal,213,Legal
Legal,2184,Legal
Legal,758,Legal
Legal,371,Legal
Legal,251,Legal
Legal,629,Legal
Legal,1248,Legal
Legal,461,Legal
Legal,443,Legal
Legal,1220,Legal
Legal,533,Legal
Legal,565,Legal
Legal,168,Legal
Legal,302,Legal
Legal,574,Legal
Legal,489,Legal
Legal,407,Legal
Legal,746,Legal
Legal,1111,Legal
Legal,853,Legal
Legal,629,Legal
Legal,1419,Legal
Legal,928,Legal
Legal,574,Legal
Legal,547,Legal
Legal,618,Legal
Legal,563,Legal
Legal,549,Legal
Legal,207,Legal
Legal,780,Legal
Legal,204,Legal
Legal,798,Legal
Legal,210,Legal
Legal,1766,Legal
Legal,191,Legal
Legal,217,Legal
Legal,802,Legal
Legal,805,Legal
Legal,678,Legal
Legal,1267,Legal
Legal,432,Legal
Legal,653,Legal
Legal,446,Legal
Legal,784,Legal
Legal,730,Legal
Legal,836,Legal
Legal,728,Legal
Legal,1115,Legal
Legal,836,Legal
Legal,401,Legal
Legal,465,Legal
Legal,137,Legal
Legal,314,Legal
Legal,1372,Legal
Legal,773,Legal
Legal,732,Legal
Legal,245,Legal
Legal,289,Legal
Legal,140,Legal
Legal,393,Legal
Legal,250,Legal
Legal,1281,Legal
Legal,431,Legal
Legal,656,Legal
Legal,698,Legal
Legal,769,Legal
Legal,857,Legal
Legal,342,Legal
Legal,107,Legal
Legal,126,Legal
Legal,300,Legal
Legal,303,Legal
Legal,654,Legal
Legal,1296,Legal
Legal,590,Legal
Legal,303,Legal
Legal,1309,Legal
Legal,553,Legal
Legal,1105,Legal
Legal,679,Legal
Legal,984,Legal
Legal,404,Legal
Legal,444,Legal
Legal,290,Legal
Legal,557,Legal
Legal,640,Legal
Legal,267,Legal
Legal,476,Legal
Legal,568,Legal
Legal,371,Legal
Legal,1088,Legal
Legal,391,Legal
Legal,658,Legal
Legal,455,Legal
Legal,506,Legal
Legal,1461,Legal
Legal,52,Legal
Legal,486,Legal
Legal,537,Legal
Legal,755,Legal
Legal,944,Legal
Legal,769,Legal
Legal,935,Legal
Legal,1456,Legal
Legal,667,Legal
Legal,16,Legal
Legal,428,Legal
Legal,622,Legal
Legal,1423,Legal
Legal,606,Legal
Legal,83,Legal
Legal,747,Legal
Legal,356,Legal
Legal,1296,Legal
Legal,706,Legal
Legal,628,Legal
Legal,776,Legal
Legal,1189,Legal
Legal,489,Legal
Legal,489,Legal
Legal,265,Legal
Legal,726,Legal
Legal,512,Legal
Legal,594,Legal
Legal,665,Legal
Legal,288,Legal
Legal,1539,Legal
Legal,498,Legal
Legal,151,Legal
Legal,278,Legal
Legal,627,Legal
Legal,505,Legal
Legal,531,Legal
Legal,679,Legal
Legal,883,Legal
Legal,573,Legal
Legal,600,Legal
Legal,1386,Legal
Legal,1494,Legal
Legal,74,Legal
Legal,725,Legal
Legal,1185,Legal
Legal,925,Legal
Legal,1254,Legal
Legal,312,Legal
Legal,543,Legal
Legal,386,Legal
Legal,449,Legal
Legal,1137,Legal
Legal,1139,Legal
Legal,944,Legal
Legal,863,Legal
Legal,279,Legal
Legal,115,Legal
Legal,131,Legal
Legal,263,Legal
Legal,110,Legal
Legal,212,Legal
Legal,708,Legal
Legal,764,Legal
Legal,498,Legal
Legal,477,Legal
Legal,839,Legal
Legal,204,Legal
Legal,938,Legal
Legal,904,Legal
Legal,486,Legal
Legal,681,Legal
Legal,622,Legal
Legal,471,Legal
Legal,676,Legal
Legal,194,Legal
Legal,236,Legal
Legal,826,Legal
Legal,497,Legal
Legal,58,Legal
Legal,139,Legal
Legal,167,Legal
Legal,690,Legal
Legal,230,Legal
Legal,571,Legal
Legal,336,Legal
Legal,762,Legal
Legal,615,Legal
Legal,664,Legal
Legal,787,Legal
Legal,307,Legal
Legal,620,Legal
Legal,611,Legal
Legal,830,Legal
Legal,589,Legal
Legal,589,Legal
Legal,851,Legal
Legal,449,Legal
Legal,588,Legal
Legal,331,Legal
Legal,230,Legal
Legal,687,Legal
Legal,751,Legal
Legal,458,Legal
Legal,619,Legal
Legal,401,Legal
Legal,306,Legal
Legal,651,Legal
Legal,641,Legal
Legal,448,Legal
Legal,448,Legal
Legal,330,Legal
Legal,311,Legal
Legal,469,Legal
Legal,469,Legal
Legal,245,Legal
Legal,278,Legal
Legal,140,Legal
Legal,340,Legal
Legal,378,Legal
Legal,401,Legal
Legal,277,Legal
Legal,259,Legal
Legal,259,Legal
Legal,519,Legal
Legal,184,Legal
Legal,180,Legal
Legal,402,Legal
Legal,248,Legal
Legal,407,Legal
Legal,336,Legal
Legal,670,Legal
Legal,554,Legal
Legal,507,Legal
Legal,124,Legal
Legal,644,Legal
Legal,622,Legal
Legal,515,Legal
Legal,478,Legal
Legal,829,Legal
Legal,1663,Legal
Legal,391,Legal
Legal,408,Legal
Legal,528,Legal
Legal,176,Legal
Legal,884,Legal
Legal,1563,Legal
Legal,512,Legal
Legal,618,Legal
Legal,566,Legal
Legal,745,Legal
Legal,441,Legal
Legal,481,Legal
Legal,270,Legal
Legal,535,Legal
Legal,55,HLM
Legal,22,HLM
Legal,34,HLM
Normal,61,HLM
Normal,20,HLM
Legal,74,HLM
Legal,83,HLM
Legal,40,HLM
Normal,34,HLM
Legal,43,HLM
Legal,44,HLM
Legal,34,HLM
Legal,22,HLM
Legal,21,HLM
Legal,48,HLM
Normal,23,HLM
Normal,56,HLM
Legal,50,HLM
Legal,19,HLM
Legal,58,HLM
Legal,45,HLM
Legal,546,HLM
Legal,37,HLM
Normal,65,HLM
Legal,15,HLM
Normal,34,HLM
Legal,73,HLM
Legal,50,HLM
Legal,32,HLM
Legal,75,HLM
Legal,22,HLM
Legal,116,HLM
Legal,24,HLM
Legal,73,HLM
Normal,71,HLM
Legal,118,HLM
DS,176,HLM
Legal,29,HLM
DS,67,HLM
Legal,285,HLM
DS,45,HLM
Legal,62,HLM
Normal,60,HLM
Legal,262,HLM
Legal,117,HLM
Legal,53,HLM
Legal,35,HLM
Legal,740,HLM
Normal,46,HLM
Normal,118,HLM
Legal,41,HLM
Legal,491,HLM
DS,189,HLM
Legal,34,HLM
Legal,202,HLM
Normal,377,HLM
Legal,62,HLM
Legal,48,HLM
Normal,42,HLM
Legal,69,HLM
Normal,31,HLM
DS,152,HLM
Legal,47,HLM
Legal,13,HLM
Normal,20,HLM
Legal,39,HLM
DS,51,HLM
Legal,127,HLM
Legal,11,HLM
Normal,35,HLM
Normal,555,HLM
Legal,70,HLM
Legal,29,HLM
Legal,172,HLM
DS,34,HLM
Legal,101,HLM
Legal,50,HLM
Legal,280,HLM
Normal,18,HLM
Normal,236,HLM
Legal,22,HLM
Legal,81,HLM
DS,31,HLM
Legal,59,HLM
Normal,23,HLM
Legal,239,HLM
Legal,20,HLM
Legal,14,HLM
Legal,11,HLM
Legal,26,HLM
Normal,14,HLM
Legal,14,HLM
Legal,16,HLM
Legal,35,HLM
Legal,31,HLM
Legal,449,HLM
Legal,21,HLM
Legal,436,HLM
Legal,245,HLM
DS,56,HLM
DS,52,HLM
Normal,30,HLM
Normal,30,HLM
Normal,67,HLM
Legal,41,HLM
DS,14,HLM
Legal,112,HLM
Legal,984,HLM
Legal,74,HLM
Legal,38,HLM
Legal,52,HLM
Legal,83,HLM
Legal,149,HLM
Legal,293,HLM
Legal,120,HLM
Legal,105,HLM
Legal,33,HLM
Legal,35,HLM
Legal,23,HLM
Legal,20,HLM
Legal,37,HLM
Legal,34,HLM
Legal,71,HLM
Legal,15,HLM
Legal,76,HLM
Legal,169,HLM
Legal,169,HLM
Legal,169,HLM
Legal,84,HLM
Legal,45,HLM
Legal,46,HLM
Legal,53,HLM
Legal,75,HLM
Legal,27,HLM
Legal,80,HLM
Normal,22,HLM
Normal,85,HLM
Legal,19,HLM
Legal,371,HLM
Legal,73,HLM
Legal,132,HLM
Legal,17,HLM
Legal,66,HLM
Legal,107,HLM
DS,16,HLM
Legal,114,HLM
Legal,16,HLM
Legal,18,HLM
Legal,18,HLM
Legal,20,HLM
Legal,102,HLM
Legal,32,HLM
Legal,13,HLM
Legal,38,HLM
Legal,35,HLM
Legal,43,HLM
Legal,64,HLM
Legal,124,HLM
DS,45,HLM
Legal,22,HLM
Legal,184,HLM
Legal,61,HLM
Normal,47,HLM
DS,22,HLM
Normal,10,HLM
Normal,30,HLM
Normal,62,HLM
Normal,29,HLM
Normal,68,HLM
Normal,30,HLM
Normal,32,HLM
Normal,12,HLM
DS,41,HLM
DS,28,HLM
DS,131,HLM
DS,178,HLM
DS,36,HLM
Normal,65,HLM
Normal,31,HLM
Normal,38,HLM
Normal,30,HLM
Normal,27,HLM
Normal,59,HLM
Legal,98,HLM
Normal,37,HLM
DS,101,HLM
Normal,82,HLM
DS,20,HLM
DS,32,HLM
Normal,30,HLM
Normal,106,HLM
Normal,75,HLM
Normal,34,HLM
Normal,86,HLM
Normal,54,HLM
Normal,35,HLM
Normal,31,HLM
Normal,17,HLM
Normal,31,HLM
Normal,166,HLM
Normal,38,HLM
Normal,229,HLM
Normal,55,HLM
Normal,45,HLM
Normal,34,HLM
Normal,17,HLM
Normal,33,HLM
Normal,20,HLM
Normal,76,HLM
Normal,16,HLM
DS,47,HLM
Normal,36,HLM
Normal,225,HLM
Normal,56,HLM
Normal,48,HLM
Normal,34,HLM
Normal,53,HLM
Normal,20,HLM
Normal,63,HLM
Normal,54,HLM
Normal,45,HLM
Normal,45,HLM
DS,60,HLM
Normal,109,HLM
Normal,30,HLM
Normal,34,HLM
Normal,30,HLM
Normal,90,HLM
Normal,169,HLM
Normal,124,HLM
Normal,227,HLM
Normal,61,HLM
Normal,68,HLM
Normal,47,HLM
Normal,33,HLM
DS,65,HLM
Normal,50,HLM
DS,44,HLM
Normal,33,HLM
Legal,64,HLM
Normal,16,HLM
Normal,123,HLM
Normal,46,HLM
Normal,28,HLM
Normal,81,HLM
Normal,69,HLM
Normal,98,HLM
Legal,37,HLM
Normal,78,HLM
Normal,23,HLM
Normal,80,HLM
Normal,47,HLM
Normal,83,HLM
Normal,96,HLM
Normal,101,HLM
Normal,108,HLM
Normal,40,HLM
Normal,39,HLM
Normal,27,HLM
Normal,77,HLM
Normal,19,HLM
Normal,26,HLM
Normal,77,HLM
Normal,35,HLM
Normal,18,HLM
Normal,29,HLM
DS,176,HLM
Normal,206,HLM
Normal,34,HLM
Normal,40,HLM
Normal,80,HLM
Normal,21,HLM
Normal,52,HLM
Normal,39,HLM
Normal,115,HLM
Normal,122,HLM
Normal,28,HLM
Normal,113,HLM
Normal,60,HLM
Normal,27,HLM
Normal,24,HLM
Normal,36,HLM
Normal,38,HLM
Normal,16,HLM
Normal,386,HLM
Normal,509,HLM
Normal,35,HLM
Normal,62,HLM
Normal,32,HLM
Normal,623,HLM
Normal,42,HLM
Normal,31,HLM
Normal,63,HLM
Normal,37,HLM
Normal,39,HLM
Normal,45,HLM
DS,123,HLM
Normal,61,HLM
Normal,143,HLM
Normal,25,HLM
Normal,14,HLM
Normal,56,HLM
Normal,19,HLM
Normal,18,HLM
Normal,36,HLM
Normal,46,HLM
Normal,36,HLM
Normal,144,HLM
Normal,31,HLM
Normal,9,HLM
Normal,109,HLM
Normal,38,HLM
DS,32,HLM
Normal,24,HLM
Normal,31,HLM
Normal,33,HLM
Normal,32,HLM
Normal,57,HLM
Normal,32,HLM
Normal,66,HLM
DS,56,HLM
Normal,98,HLM
DS,50,HLM
Normal,28,HLM
Normal,44,HLM
Normal,416,HLM
Normal,56,HLM
Normal,26,HLM
Legal,42,HLM
Normal,15,HLM
Normal,94,HLM
Normal,50,HLM
Normal,50,HLM
DS,253,HLM
DS,12,HLM
Normal,24,HLM
Normal,71,HLM
Normal,87,HLM
Normal,24,HLM
Normal,162,HLM
Normal,12,HLM
Normal,73,HLM
Normal,40,HLM
Normal,75,HLM
Normal,27,HLM
Normal,35,HLM
Normal,24,HLM
Normal,74,HLM
Normal,19,HLM
Normal,17,HLM
Normal,31,HLM
Normal,213,HLM
Normal,24,HLM
Normal,46,HLM
Normal,6,HLM
Normal,17,HLM
Normal,32,HLM
Normal,15,HLM
Normal,12,HLM
Normal,113,HLM
Normal,161,HLM
Normal,16,HLM
Normal,53,HLM
Normal,68,HLM
Normal,42,HLM
Normal,104,HLM
Normal,25,HLM
Normal,65,HLM
Normal,14,HLM
Normal,17,HLM
Normal,36,HLM
Normal,105,HLM
Normal,18,HLM
Normal,20,HLM
Normal,68,HLM
Normal,49,HLM
Normal,45,HLM
Normal,22,HLM
Normal,23,HLM
Normal,17,HLM
Normal,62,HLM
Normal,54,HLM
Normal,22,HLM
Normal,8,HLM
Normal,43,HLM
DS,33,HLM
Normal,52,HLM
Normal,30,HLM
DS,17,HLM
Normal,67,HLM
Normal,20,HLM
Normal,38,HLM
Normal,20,HLM
Normal,61,HLM
Legal,402,HLM
Normal,30,HLM
Normal,241,HLM
Normal,30,HLM
Normal,28,HLM
Normal,57,HLM
Normal,290,HLM
Normal,29,HLM
Normal,38,HLM
Normal,27,HLM
Normal,445,HLM
Normal,45,HLM
DS,10,HLM
DS,10,HLM
Normal,158,HLM
Normal,21,HLM
Normal,62,HLM
Normal,19,HLM
Normal,120,HLM
DS,142,HLM
Normal,27,HLM
Normal,12,HLM
DS,20,HLM
Normal,28,HLM
Normal,53,HLM
Normal,15,HLM
Normal,39,HLM
Normal,32,HLM
Normal,59,HLM
DS,65,HLM
Normal,22,HLM
Normal,136,HLM
Normal,151,HLM
Normal,25,HLM
Normal,51,HLM
Normal,19,HLM
Normal,63,HLM
DS,42,HLM
Normal,308,HLM
Normal,16,HLM
DS,15,HLM
DS,35,HLM
DS,66,HLM
Normal,49,HLM
Normal,25,HLM
Normal,21,HLM
Normal,20,HLM
Normal,67,HLM
Normal,37,HLM
Normal,8,HLM
Normal,111,HLM
Normal,11,HLM
Normal,41,HLM
Normal,27,HLM
Normal,34,HLM
Normal,45,HLM
Normal,410,HLM
DS,36,HLM
Normal,93,HLM
Legal,48,HLM
DS,37,HLM
Legal,38,HLM
Legal,1294,HLM
Normal,38,HLM
Normal,38,HLM
Normal,31,HLM
Normal,52,HLM
Normal,29,HLM
Normal,21,HLM
Normal,112,HLM
Normal,27,HLM
DS,45,HLM
Normal,61,HLM
Normal,82,HLM
Normal,30,HLM
Normal,32,HLM
Normal,28,HLM
Normal,29,HLM
Normal,28,HLM
DS,54,HLM
Normal,33,HLM
Normal,45,HLM
Normal,22,HLM
Legal,101,HLM
Normal,31,HLM
Normal,38,HLM
Normal,16,HLM
Normal,17,HLM
Normal,38,HLM
DS,25,HLM
DS,36,HLM
Normal,25,HLM
Normal,83,HLM
DS,656,HLM
DS,37,HLM
Normal,43,HLM
Normal,22,HLM
Normal,114,HLM
Normal,23,HLM
Normal,15,HLM
Normal,388,HLM
Normal,52,HLM
Normal,17,HLM
Normal,22,HLM
DS,89,HLM
Normal,32,HLM
DS,21,HLM
Normal,19,HLM
DS,11,HLM
Normal,30,HLM
Normal,42,HLM
Normal,24,HLM
Normal,26,HLM
Normal,28,HLM
DS,284,HLM
Normal,21,HLM
Normal,108,HLM
Normal,128,HLM
Normal,13,HLM
Normal,13,HLM
Normal,29,HLM
Normal,33,HLM
DS,21,HLM
Normal,33,HLM
Normal,210,HLM
Normal,27,HLM
DS,30,HLM
DS,24,HLM
Normal,10,HLM
Normal,40,HLM
Normal,12,HLM
Normal,337,HLM
Normal,53,HLM
Normal,44,HLM
Normal,16,HLM
Normal,68,HLM
Normal,62,HLM
DS,47,HLM
DS,67,HLM
Normal,24,HLM
Normal,62,HLM
Normal,28,HLM
Normal,15,HLM
DS,69,HLM
Normal,20,HLM
Normal,24,HLM
Normal,35,HLM
Normal,16,HLM
Normal,61,HLM
Normal,20,HLM
Legal,29,HLM
DS,17,HLM
Normal,8,HLM
Normal,73,HLM
Normal,94,HLM
Normal,38,HLM
Normal,31,HLM
Normal,9,HLM
Normal,9,HLM
Normal,37,HLM
DS,27,HLM
Normal,26,HLM
Normal,11,HLM
Normal,64,HLM
Normal,16,HLM
Normal,8,HLM
Normal,20,HLM
Normal,17,HLM
Normal,23,HLM
Normal,147,HLM
Normal,23,HLM
Normal,27,HLM
Normal,32,HLM
DS,32,HLM
Normal,24,HLM
Normal,160,HLM
Normal,28,HLM
Normal,30,HLM
Normal,35,HLM
Normal,262,HLM
Normal,68,HLM
Normal,27,HLM
Normal,37,HLM
Normal,31,HLM
Normal,15,HLM
Normal,11,HLM
Normal,25,HLM
Normal,69,HLM
Normal,29,HLM
Normal,20,HLM
Normal,25,HLM
Normal,14,HLM
Normal,37,HLM
Normal,27,HLM
Normal,24,HLM
Normal,79,HLM
Normal,14,HLM
Normal,20,HLM
Normal,28,HLM
Normal,23,HLM
Normal,22,HLM
DS,199,HLM
Normal,26,HLM
Normal,11,HLM
DS,55,HLM
Normal,30,HLM
DS,18,HLM
Normal,36,HLM
Normal,33,HLM
Legal,83,HLM
Normal,118,HLM
DS,19,HLM
Normal,97,HLM
Normal,103,HLM
Normal,153,HLM
Normal,219,HLM
Normal,25,HLM
Normal,56,HLM
Normal,244,HLM
DS,45,HLM
Normal,39,HLM
DS,6,HLM
DS,23,HLM
Normal,48,HLM
Normal,48,HLM
Normal,32,HLM
Normal,18,HLM
Normal,24,HLM
DS,40,HLM
Normal,197,HLM
DS,27,HLM
Normal,24,HLM
Normal,23,HLM
Normal,44,HLM
Normal,58,HLM
Normal,28,HLM
Normal,15,HLM
Normal,19,HLM
Normal,78,HLM
Legal,56,HLM
Legal,34,HLM
Legal,37,HLM
Normal,54,HLM
Normal,72,HLM
Normal,66,HLM
Normal,21,HLM
Normal,38,HLM
Normal,23,HLM
DS,157,HLM
Normal,17,HLM
DS,357,HLM
Normal,19,HLM
Normal,141,HLM
Normal,33,HLM
DS,53,HLM
DS,27,HLM
Normal,37,HLM
Normal,97,HLM
Normal,67,HLM
Normal,47,HLM
Normal,63,HLM
Legal,26,HLM
Legal,36,HLM
Legal,707,HLM
DS,276,HLM
Normal,51,HLM
Normal,32,HLM
Normal,31,HLM
Normal,26,HLM
Normal,12,HLM
Normal,34,HLM
Normal,37,HLM
Normal,23,HLM
Normal,53,HLM
Normal,26,HLM
Normal,104,HLM
Normal,105,HLM
Normal,52,HLM
Normal,17,HLM
Normal,16,HLM
Normal,46,HLM
Normal,39,HLM
DS,80,HLM
Legal,27,HLM
Legal,9,HLM
Normal,43,HLM
Normal,60,HLM
Normal,31,HLM
Normal,35,HLM
Normal,23,HLM
DS,36,HLM
Normal,14,HLM
DS,23,HLM
Legal,22,HLM
Normal,128,HLM
Normal,32,HLM
Normal,30,HLM
Normal,68,HLM
Normal,57,HLM
DS,128,HLM
Normal,30,HLM
Normal,18,HLM
Normal,62,HLM
Normal,28,HLM
Normal,25,HLM
Normal,26,HLM
Normal,2,HLM
Normal,74,HLM
Normal,34,HLM
Normal,13,HLM
Normal,33,HLM
Normal,73,HLM
Legal,25,HLM
Normal,66,HLM
Normal,63,HLM
Normal,15,HLM
DS,12,HLM
Normal,31,HLM
Normal,24,HLM
Normal,34,HLM
DS,66,HLM
Normal,36,HLM
Normal,15,HLM
DS,48,HLM
Normal,58,HLM
Normal,201,HLM
Legal,75,HLM
Legal,19,HLM
Normal,31,HLM
DS,16,HLM
DS,76,HLM
Normal,90,HLM
DS,33,HLM
Normal,14,HLM
Normal,55,HLM
DS,44,HLM
Normal,94,HLM
Normal,297,HLM
Legal,24,HLM
Normal,34,HLM
DS,21,HLM
Normal,110,HLM
DS,75,HLM
DS,40,HLM
DS,43,HLM
Normal,20,HLM
Normal,92,HLM
Normal,83,HLM
Normal,22,HLM
Normal,60,HLM
Normal,42,HLM
Normal,31,HLM
Normal,18,HLM
Normal,25,HLM
DS,45,HLM
Normal,14,HLM
Normal,55,HLM
Normal,30,HLM
Normal,61,HLM
Normal,13,HLM
Normal,403,HLM
Normal,7,HLM
Normal,43,HLM
Normal,14,HLM
Normal,21,HLM
Normal,20,HLM
Normal,29,HLM
Normal,13,HLM
Normal,85,HLM
Normal,27,HLM
Normal,218,HLM
Legal,23,HLM
Normal,31,HLM
Normal,167,HLM
Normal,18,HLM
Normal,12,HLM
Normal,84,HLM
Normal,61,HLM
Normal,39,HLM
Normal,11,HLM
Legal,25,HLM
Normal,82,HLM
DS,79,HLM
Normal,35,HLM
Normal,53,HLM
Normal,102,HLM
Normal,56,HLM
Normal,69,HLM
Normal,70,HLM
Normal,19,HLM
DS,168,HLM
Legal,27,HLM
Normal,27,HLM
Normal,231,HLM
Normal,262,HLM
Normal,40,HLM
Normal,235,HLM
Legal,16,HLM
Normal,71,HLM
Normal,162,HLM
Normal,165,HLM
Normal,40,HLM
DS,79,HLM
Normal,51,HLM
Normal,39,HLM
DS,109,HLM
Normal,40,HLM
Normal,39,HLM
DS,48,HLM
Normal,26,HLM
Normal,44,HLM
DS,58,HLM
Normal,67,HLM
Normal,31,HLM
Normal,22,HLM
Normal,141,HLM
Normal,59,HLM
Normal,30,HLM
Normal,40,HLM
Normal,57,HLM
DS,65,HLM
Normal,34,HLM
Normal,24,HLM
Normal,21,HLM
Normal,22,HLM
Normal,15,HLM
Normal,48,HLM
Normal,25,HLM
Normal,30,HLM
Normal,30,HLM
Legal,22,HLM
Normal,43,HLM
Normal,25,HLM
Normal,18,HLM
Normal,28,HLM
Normal,264,HLM
Normal,159,HLM
Normal,58,HLM
Normal,184,HLM
Normal,94,HLM
Normal,319,HLM
Normal,25,HLM
DS,34,HLM
DS,42,HLM
Normal,25,HLM
DS,37,HLM
Normal,113,HLM
Normal,113,HLM
Normal,131,HLM
Normal,29,HLM
Normal,89,HLM
Normal,32,HLM
Normal,45,HLM
Normal,27,HLM
DS,59,HLM
DS,82,HLM
DS,122,HLM
DS,153,HLM
Normal,31,HLM
Normal,81,HLM
Normal,81,HLM
DS,19,HLM
DS,303,HLM
Normal,34,HLM
Normal,41,HLM
Normal,63,HLM
Normal,126,HLM
Normal,183,HLM
Normal,233,HLM
Normal,334,HLM
Normal,418,HLM
Normal,13,HLM
Normal,25,HLM
Normal,27,HLM
Normal,9,HLM
Normal,19,HLM
Normal,31,HLM
Normal,46,HLM
Normal,23,HLM
Legal,501,HLM
Normal,22,HLM
Normal,32,HLM
DS,72,HLM
DS,649,HLM
DS,649,HLM
Normal,22,HLM
Normal,56,HLM
Normal,22,HLM
Normal,21,HLM
Normal,14,HLM
Normal,9,HLM
DS,26,HLM
DS,39,HLM
Normal,41,HLM
