tconst,startYear,title,Country of Origin,HK?,language,runtimeMinutes,genres,averageRating,numVotes
tt0081803,1980,The Spooky Bunch,Hong Kong,1,en,97,"Comedy,Fantasy",6.2,122
tt0301075,1980,Bruce Lee - His Last Revenge,Hong Kong,1,\N,97,"Action,Drama",7.2,15
tt0076709,1980,死亡塔,Hong Kong/South Korea,1,cmn,96,"Action,Crime,Mystery",5.1,3577
tt0080512,1980,The Convict Killer,Hong Kong,1,en,96,"Action,Drama,Mystery",6.4,155
tt0445282,1980,邪鬥邪,Hong Kong,1,yue,96,"Comedy,Fantasy,Horror",5.5,117
tt0080436,1980,Battle Creek Brawl,Hong Kong/United States,1,en,95,"Action,Comedy,Crime",5.7,5787
tt0080905,1980,Clan of the White Lotus,Hong Kong,1,en,95,"Action,Drama",7.1,2016
tt0081669,1980,Shuai ya lao hu,Hong Kong,1,\N,95,"Action,Comedy",6.3,54
tt0083199,1980,Dangerous Encounters: 1st Kind,Hong Kong,1,en,95,"Action,Crime,Thriller",7.4,1057
tt0165286,1980,Fung kwong dai lo chin,Hong Kong,1,yue,95,"Action,Comedy",5.8,34
tt0165745,1980,Eagle vs Silver Fox,Hong Kong/South Korea,1,en,95,"Action,Drama",6.1,82
tt0199990,1980,Mission for the Dragon,South Korea/Hong Kong,1,en,95,"Action,Drama",5.2,96
tt0081780,1980,Ham yue fan sang,Hong Kong,1,yue,94,"Action,Comedy",5.9,98
tt0081782,1980,HEX,Hong Kong,1,en,94,"Crime,Fantasy,Horror",6.4,623
tt0079164,1980,Fo zhang huang ye,Hong Kong/Taiwan,1,\N,93,"Action,Drama",5.4,120
tt0080410,1980,Bai fa mo nu chuan,Hong Kong,1,\N,93,"Action,Drama",6.6,30
tt0164403,1980,Da e ke,Hong Kong/Taiwan,1,\N,93,"Action,Drama",5.8,47
tt0164435,1980,Chaak chong,Hong Kong,1,yue,93,"Action,Comedy",7,91
tt0080144,1980,The Woman Avenger,Hong Kong/Taiwan,1,en,92,Action,6.8,92
tt0080685,1980,喝采,Hong Kong,1,yue,92,Drama,7.4,61
tt0081015,1980,Kung Fu of Eight Drunkards,Taiwan/Hong Kong,1,en,92,"Action,Comedy",5.2,92
tt0081428,1980,The Ring of Death,Hong Kong/South Korea,1,en,92,Action,6.8,79
tt0186108,1980,Duet gwun,Hong Kong,1,yue,92,"Action,Comedy",6.3,45
tt0201470,1980,The Master,Hong Kong,1,en,92,"Action,Comedy",6.7,457
tt0075859,1980,The Clones of Bruce Lee (1980),Hong Kong/Philippines,1,en,91,"Action,Drama",4.2,449
tt0080002,1980,Ten Tigers of Kwangtung,Hong Kong,1,en,91,"Action,Drama",6.3,604
tt0080688,1980,Bi shui han shan duo ming jin,Hong Kong,1,\N,91,"Action,Mystery",6,103
tt0081642,1980,Tong tin lo fu,Hong Kong,1,yue,91,"Action,Comedy",6.7,88
tt0079507,1980,Yin yang shi ba fan,South Korea/Hong Kong,1,cmn,90,"Action,Drama",6.3,40
tt0079897,1980,蛇形醉步,Hong Kong,1,cmn,90,Action,6,122
tt0080636,1980,地狱无门,Hong Kong,1,cmn,90,"Action,Comedy,Horror",6.5,1006
tt0080741,1980,"Fist of Fear, Touch of Death",Hong Kong/United States,1,\N,90,"Documentary,Sport",2.4,1297
tt0080748,1980,The Buddhist Fist,Hong Kong,1,en,90,"Action,Adventure",6.5,403
tt0081804,1980,Read Lips,Hong Kong,1,en,90,"Adventure,Comedy",4.2,17
tt0095162,1980,山狗,Hong Kong,1,yue,90,"Horror,Thriller",5.8,248
tt0165363,1980,A Deadly Secret,Hong Kong,1,en,90,"Action,Drama",6.1,114
tt0187996,1980,Pik lik sat sau,Hong Kong,1,yue,90,"Action,Crime",4.9,17
tt0201222,1980,Tai Chi Devil Dragons,Hong Kong,1,\N,90,\N,6.7,23
tt0284964,1980,Lost Souls,Hong Kong,1,en,90,"Drama,Horror,Thriller",5.9,425
tt0923794,1980,Disco Bumpkins,Hong Kong,1,en,90,"Comedy,Music",5.4,22
tt0080153,1980,Super Power,Hong Kong,1,en,89,"Action,Drama",6.5,97
tt0080971,1980,The Victim,Hong Kong,1,en,89,"Action,Comedy,Drama",7.3,685
tt0087145,1980,The Thundering Mantis,Hong Kong/Taiwan,1,en,89,"Action,Comedy",6.6,293
tt0077645,1980,Shen long meng tan,Italy/United States/Hong Kong,1,cmn,88,"Action,Thriller",5.2,426
tt0079093,1980,Ngoc Yeh,Hong Kong,1,yue,88,"Action,Comedy",5,69
tt0080420,1980,Wu yi bian fu,Hong Kong,1,\N,88,"Action,Mystery",5.9,177
tt0080621,1980,Sha chu di yu men,Hong Kong,1,cmn,88,"Action,Adventure,Fantasy",6,164
tt0085319,1980,Gao shou guo zhao,South Korea/Hong Kong,1,cmn,88,Action,5.6,138
tt0080413,1980,Xi ju wang,Hong Kong,1,cmn,87,"Comedy,Romance",6.1,17
tt0080898,1980,The Magnificent Kick,Hong Kong,1,en,87,Sport,6.7,36
tt0081010,1980,Daggers 8,Hong Kong,1,en,87,Action,6.9,90
tt0081493,1980,The Shaolin Disciple,Hong Kong,1,en,87,"Action,Drama",5.4,24
tt0199995,1980,Ren wu ke ren,Hong Kong/China,1,\N,87,"Action,Drama",4.7,21
tt0201993,1980,Chun bo fong,Hong Kong,1,yue,87,"Action,Drama",6,83
tt1248894,1980,You wo wu di,Hong Kong/Taiwan,1,\N,87,War,5,9
tt0080475,1980,醉蛇小子,Hong Kong/Malaysia,1,cmn,86,"Action,Drama",5.6,128
tt0081498,1980,See-Bar,Hong Kong,1,en,86,"Action,Comedy",5.2,30
tt0081792,1980,The Rebellious Reign,Taiwan/Hong Kong,1,en,86,Action,7.2,79
tt0186280,1980,Cunning Kids,Taiwan/Hong Kong,1,en,86,"Action,Comedy,Family",6.4,57
tt0186909,1980,The Guy with Secret Kung Fu,Taiwan/Hong Kong,1,yue,86,"Action,Drama",3.9,183
tt0201093,1980,Red Robe Lama,Taiwan/Hong Kong,1,cmn,86,"Action,Drama",6.7,86
tt1056096,1980,A Pig disguised eats the Tiger,Taiwan/Hong Kong,1,cmn,86,"Action,Drama",5.5,50
tt0080958,1980,The Sword,Hong Kong,1,en,85,"Action,Thriller",6.8,486
tt0081586,1980,The Swift Sword,Hong Kong,1,en,85,Action,6.1,61
tt0186638,1980,Bing quan gou tui he han gong,Taiwan/Hong Kong,1,cmn,85,Action,5.2,29
tt1630228,1980,Eighteen Fatal Strikes,Hong Kong,1,en,85,"Action,Comedy,Drama",5.9,113
tt0080414,1980,Ban yau siu ji,Hong Kong,1,yue,83,"Action,Comedy",5.6,28
tt0081502,1980,Jeung ying hung chung ying hung,Hong Kong,1,yue,83,"Action,Comedy",6.7,98
tt0081778,1980,Police Sir,Hong Kong,1,en,83,"Action,Comedy,Crime",6.9,129
tt0198370,1980,Chut cho cheuk tau faat cho choi,Hong Kong,1,yue,82,"Action,Comedy",5.2,25
tt0201144,1980,Fu quan,Hong Kong/South Korea,1,\N,82,Action,5,76
tt1857863,1980,Two Fists against the Law,Hong Kong,1,en,82,Action,4,33
tt0200041,1980,Fei hok,Hong Kong,1,yue,80,"Action,Drama",6.5,45
tt0080845,1980,The Prize Winner,Hong Kong,1,en,61,"Horror,Thriller",6.6,78
tt0078726,1980,八絕,Taiwan/Hong Kong,1,cmn,,"Action,Mystery",5.5,43
tt0080963,1980,The Saviour,Hong Kong,1,en,,"Crime,Drama,Thriller",5,235
tt0165731,1980,Hei bang feng yun,Hong Kong,1,cmn,,Action,5.2,37
tt0183212,1980,The Cheeky Chap,Hong Kong,1,en,,\N,6,16
tt0186103,1980,Fight for Glory,Taiwan/Hong Kong,1,en,,"Action,Mystery",6.3,18
tt1233465,1980,Every Man for Himself,Hong Kong,1,en,,"Action,Comedy",7,9
tt1332645,1980,Demon Snake Fist,South Korea/Hong Kong,1,en,,Action,6.2,8
tt3071562,1980,Mau ling,Hong Kong,1,yue,,Horror,5.1,10
tt0080717,1981,The Elders,Hong Kong,1,en,121,"Action,Comedy",6.8,926
tt0083346,1981,Xin hai shuang shi,Hong Kong/Taiwan,1,\N,121,"Drama,History",6.3,40
tt0083343,1981,Martial Club,Hong Kong,1,en,110,"Action,Drama",7,614
tt0188769,1981,The Final Duel,Hong Kong/Thailand,1,en,109,Action,4.8,20
tt0082072,1981,碧血劍,Hong Kong,1,cmn,104,"Action,Drama",6.6,279
tt0083002,1981,Nam bak see wong,Hong Kong,1,yue,104,"Action,Drama",5.6,160
tt0084310,1981,Lung fu siu yeh,Hong Kong,1,yue,104,"Action,Comedy",6.4,211
tt0085211,1981,Son Ruining the Family,Hong Kong,1,yue,104,"Action,Comedy",7.3,3504
tt0082825,1981,Qian men ba jiang,Hong Kong,1,cmn,102,"Action,Adventure,Crime",5.8,42
tt0081168,1981,Moh kim hap ching,Hong Kong,1,yue,101,"Action,Drama",6.6,209
tt0082481,1981,Bewitched,Hong Kong/Thailand,1,en,101,"Crime,Horror,Thriller",6.5,541
tt0082535,1981,Laughing Times,Hong Kong/Taiwan,1,en,101,"Action,Comedy,Drama",5.5,117
tt0083072,1981,The Emperor and His Brother,Hong Kong,1,en,101,Action,5.8,133
tt0081806,1981,Juvenizer,Taiwan/Hong Kong,1,en,100,Sci-Fi,7.4,18
tt0082155,1981,Chin wong dau chin ba,Hong Kong,1,yue,100,"Action,Drama",6.5,68
tt0185188,1981,邊緣人,Hong Kong,1,yue,100,"Crime,Drama",6.9,153
tt0455391,1981,Chong feng che,Hong Kong,1,cmn,99,"Adventure,Crime,Thriller",6.4,30
tt1950228,1981,何方神聖,Hong Kong,1,cmn,99,"Action,Comedy",5.9,14
tt0082851,1981,One Way Only,Hong Kong,1,en,98,"Adventure,Drama",6,23
tt0083362,1981,Chasing Girls,Hong Kong,1,en,98,"Comedy,Romance",5.6,45
tt0092680,1981,Diamond Fight,Taiwan/Hong Kong,1,en,98,"Action,Crime",6.8,12
tt0082161,1981,Wen zai de fei zao pao,Hong Kong,1,\N,97,"Drama,Romance",7.3,8
tt0082247,1981,Death Hunt,Hong Kong/United States,1,\N,97,"Action,Adventure,Crime",6.9,8281
tt0082428,1981,Fu zi qing,Hong Kong,1,cmn,97,Drama,6.9,118
tt0077772,1981,The Executor,Hong Kong,1,en,95,Crime,3.9,74
tt0081501,1981,Job Hunter,Hong Kong,1,en,95,"Drama,Romance",6.2,138
tt0082136,1981,The Cannonball Run,Hong Kong/United States,1,\N,95,"Action,Comedy,Sport",6.2,39584
tt0083347,1981,Xiong bang,Hong Kong,1,cmn,95,Horror,6.3,316
tt0083352,1981,Yung che miu gui,Hong Kong,1,yue,95,"Action,Comedy,Horror",7.2,1011
tt0084014,1981,Ambitious Kung Fu Girl,Hong Kong,1,en,95,"Action,Adventure",6.5,100
tt0166024,1981,Eagle vital point claw,Hong Kong/Taiwan,1,cmn,95,"Action,Comedy",6.3,47
tt2313217,1981,Crazy Horse and Intelligent Monkey,Hong Kong,1,en,95,Action,6.2,45
tt0082299,1981,Duel of the Century,Hong Kong,1,en,94,"Action,Mystery",6,141
tt0082485,1981,All the Wrong Clues (...For the Right Solution),Hong Kong,1,en,94,"Comedy,Crime",6.1,199
tt0082675,1981,Long gan wei,Hong Kong,1,\N,94,Comedy,6.2,20
tt0165741,1981,龍虎旋風,Taiwan/Hong Kong,1,cmn,94,"Action,Drama",5.6,42
tt0215877,1981,Gei lim gau sin nai,Hong Kong,1,yue,94,Drama,6.8,36
tt0082236,1981,Tian zhen you ya,Hong Kong,1,\N,93,Drama,6.3,8
tt0079896,1981,Se diu ying hung juen sam jaap,Hong Kong,1,yue,92,"Action,Drama",6.3,219
tt0082153,1981,Cha sau,Hong Kong,1,yue,92,"Action,Drama",7.1,781
tt0082267,1981,Ding ye,Taiwan/Hong Kong,1,cmn,92,"Adventure,Crime",6,12
tt0082462,1981,Gung foo wong dai,Taiwan/Hong Kong,1,yue,92,Action,6.1,50
tt0082463,1981,"Wedding Bells, Wedding Belles",Hong Kong,1,en,92,"Comedy,Romance",5.4,8
tt0082991,1981,Flying Corpse,Hong Kong,1,cmn,92,"Action,Horror",5.2,50
tt0081992,1981,愛殺,Hong Kong,1,cmn,91,"Drama,Mystery,Romance",6.6,240
tt0445305,1981,Da jeuk ying hung chuen,Hong Kong,1,yue,91,Comedy,5.5,125
tt0081507,1981,手指拗出,Hong Kong,1,cmn,90,"Action,Drama",6.3,77
tt0082534,1981,Hu Yue de gu shi,Hong Kong,1,cmn,90,"Crime,Drama",6.5,290
tt0082536,1981,Foon lok san sin wing,Hong Kong,1,yue,90,Comedy,5.6,20
tt0082761,1981,Security Unlimited,Hong Kong,1,en,90,Comedy,6.9,508
tt0187884,1981,Jie dao sha ren,Hong Kong,1,cmn,90,Action,6.2,188
tt0082712,1981,The Legend of the Owl,Hong Kong,1,en,89,"Action,Comedy",7,64
tt0164977,1981,Huet ying miu,Hong Kong,1,yue,89,"Action,Horror,Mystery",6.3,238
tt0185020,1981,Hired Guns,Hong Kong,1,en,89,"Adventure,Crime",5.5,22
tt0202101,1981,What Price Honesty?,Hong Kong,1,en,89,"Action,Adventure",6.6,108
tt2047696,1981,Cai xian,Hong Kong,1,cmn,89,Crime,6,19
tt0082108,1981,Long hu zheng ba,Hong Kong,1,\N,88,"Action,Drama",6,39
tt0082693,1981,Mad Cold Blooded Murder,Hong Kong,1,en,88,Action,4.8,14
tt0084941,1981,Life After Life,Hong Kong,1,en,88,Horror,5.7,71
tt0077472,1981,Jie quan da dong kau,Hong Kong,1,\N,87,"Action,Drama",5.5,84
tt0082654,1981,Crazy Nuts,Hong Kong,1,en,87,"Action,Comedy,Drama",3.8,15
