tconst,startYear,title,Country of Origin,HK?,language,runtimeMinutes,genres,averageRating,numVotes
tt0107102,1993,香港也瘋狂,Hong Kong/United Kingdom,1,cmn,91,"Adventure,Comedy",4.3,657
tt0107904,1993,七月十四,Hong Kong,1,cmn,91,Horror,6.4,81
tt0107905,1993,Lover of the Swindler,Hong Kong,1,en,91,"Crime,Romance",4.7,27
tt0108113,1993,Shadow Cop,Hong Kong,1,en,91,\N,4.5,17
tt0121916,1993,Gong Hai qiang jian feng bao,Hong Kong,1,cmn,91,"Action,Crime",5.1,61
tt2399152,1993,Ma fu shou ji,Hong Kong,1,cmn,91,"Comedy,Drama",5.8,12
tt0106352,1993,Bong ga Wong Chat Fai,Hong Kong,1,yue,90,"Comedy,Crime",5.9,11
tt0106552,1993,Chi jiao xiao zi,Hong Kong,1,cmn,90,"Action,Drama",6.4,955
tt0107271,1993,Ging tin to sik gip,Hong Kong,1,yue,90,Comedy,5,11
tt0108148,1993,Iron Monkey,Hong Kong,1,en,90,"Action,Crime,Drama",7.5,17157
tt0108599,1993,Mo jong yuen Tit Kiu Sam,Hong Kong,1,yue,90,"Action,Drama",6.4,31
tt0108600,1993,Wu shu,Hong Kong,1,cmn,90,"Action,Crime,Drama",6.7,678
tt0114905,1993,Fatal Love,Hong Kong,1,en,90,"Drama,Horror,Mystery",5.2,121
tt0121427,1993,Gui yu dik yau wak,Hong Kong,1,yue,90,\N,7.6,13
tt0121686,1993,The Street Car Named Desire,Hong Kong,1,en,90,Drama,5.6,10
tt0121878,1993,Fatal Seduction,Hong Kong,1,en,90,Thriller,5.3,24
tt0351513,1993,Fatal Love,Taiwan/Hong Kong,1,en,90,Crime,5.6,7
tt2532022,1993,Gu boon so neu jan ging,Taiwan/Hong Kong,1,yue,90,"Drama,Horror,Romance",3.7,25
tt0105855,1993,Yin doi ching yuk pin: Wun chai dong on,Hong Kong,1,yue,89,Drama,5.4,32
tt0106342,1993,The Bride with White Hair,Hong Kong,1,en,89,"Action,Fantasy,Romance",6.8,3817
tt0106409,1993,A Warrior's Tragedy,Hong Kong/Taiwan,1,en,89,"Action,Drama,Mystery",6,109
tt0106538,1993,The Mad Monk,Hong Kong,1,en,89,"Comedy,Fantasy",6.2,2144
tt0106553,1993,Women on the Run,Hong Kong,1,en,89,"Action,Thriller",5.6,147
tt0106714,1993,Taxi Hunter,Hong Kong,1,en,89,"Crime,Drama,Thriller",6.6,793
tt0107053,1993,Kwong Tung ng foo: Tit kuen mo dik Suen Chung San,Hong Kong,1,yue,89,Comedy,5.8,66
tt0108282,1993,Tai Ji chuen sui,Hong Kong,1,yue,89,"Action,Crime,Thriller",5,73
tt0108293,1993,逃學威龍III之龍過雞年,Hong Kong,1,yue,89,"Comedy,Crime,Mystery",6.2,2068
tt0108336,1993,天使狂龍,Hong Kong,1,yue,89,Action,4.7,23
tt0121716,1993,Jiao wa bu she fang: San du tou qing,Hong Kong,1,cmn,89,\N,5.2,15
tt0185294,1993,Obsession,Hong Kong,1,en,89,"Horror,Thriller",5.3,11
tt0103951,1993,城市女獵人,Hong Kong,1,cmn,88,"Action,Comedy,Crime",5.4,158
tt0104807,1993,Retribution Sight Unseen,Hong Kong,1,en,88,"Drama,Horror,Thriller",5.7,347
tt0105619,1993,東方三俠,Hong Kong,1,cmn,88,"Action,Fantasy,Thriller",6.5,4191
tt0106974,1993,富貴狂花,Hong Kong,1,yue,88,"Comedy,Horror,Mystery",4.3,23
tt0107160,1993,Wong Fei Hung dui Wong Fei Hung,Hong Kong,1,yue,88,"Action,Comedy,Crime",6,146
tt0108614,1993,新流星蝴蝶劍,Hong Kong,1,yue,88,"Action,Adventure,Fantasy",5.9,1269
tt0108625,1993,一屋哨牙鬼,Hong Kong,1,yue,88,"Comedy,Fantasy,Romance",4.6,70
tt0110070,1993,Guns of Dragon,Hong Kong,1,en,88,"Action,Crime",5.7,103
tt0182920,1993,慾奴,Hong Kong,1,cmn,88,"Drama,Romance",5,7
tt0096090,1993,The Killer's Love,Hong Kong,1,en,87,"Action,Romance",5.2,20
tt0104096,1993,Mo nu 18,Hong Kong/Taiwan,1,\N,87,"Action,Comedy,Fantasy",5.2,47
tt0105589,1993,A Moment of Romance II,Hong Kong,1,en,87,"Action,Crime,Romance",6.1,293
tt0106719,1993,疊影驚情,Hong Kong,1,yue,87,Thriller,4.4,15
tt0107656,1993,The Love That Is Wrong,Hong Kong,1,en,87,"Comedy,Drama,Thriller",4.4,52
tt0107713,1993,Love to Kill,Hong Kong,1,en,87,"Comedy,Crime,Thriller",5.9,200
tt0111208,1993,The Eight Hilarious Gods,Hong Kong,1,en,87,"Comedy,Fantasy",5.3,57
tt0345593,1993,三劍俠與飛機妹,Hong Kong,1,cmn,87,"Comedy,Drama",4.8,28
tt2338345,1993,Yu nu jian,Hong Kong/China,1,cmn,87,Adventure,4,7
tt0103651,1993,大昅野,Hong Kong,1,yue,86,\N,5.6,15
tt0108112,1993,Nervous Knife and Apsara Cat,Hong Kong,1,en,86,"Comedy,Fantasy",6,554
tt0122061,1993,93 Woman of the Night,Hong Kong/Taiwan,1,en,86,\N,4.5,19
tt0184443,1993,引郎入室,Hong Kong,1,yue,86,\N,5,19
tt0184621,1993,人善被人欺,Hong Kong,1,cmn,86,\N,6.6,6
tt2343843,1993,Yuk fung,Hong Kong,1,yue,86,"Action,Crime",5.8,8
tt3948362,1993,Gwai giu chun,Taiwan/Hong Kong,1,yue,86,"Crime,Drama,Fantasy",5.3,13
tt0103592,1993,1/3 Emotion Person,Hong Kong,1,yue,85,"Action,Comedy,Drama",5.2,50
tt0105883,1993,Vendetta,Hong Kong,1,en,85,"Crime,Horror",6,112
tt0106268,1993,Secret Admirer,Hong Kong/Philippines,1,en,85,Adult,4.2,9
tt0106807,1993,Emotional Girl,Hong Kong,1,en,85,Drama,5.1,43
tt0107159,1993,"All's Well, End's Well, Too",Hong Kong,1,en,85,"Comedy,Romance",6.2,499
tt0107712,1993,Lady Super Cop,Hong Kong,1,en,85,"Action,Crime,Drama",6,27
tt0108106,1993,7 Days in Paris,Hong Kong,1,en,85,Drama,7.4,10
tt0121452,1993,Combat at Heaven Gate,Hong Kong/China/Taiwan,1,en,85,Action,3.7,9
tt0184442,1993,Erotic Deadly Witchery,Hong Kong,1,yue,85,Horror,4.8,21
tt0185623,1993,Ching bat ji gam: Seung yap fai fai,Hong Kong,1,yue,85,Action,6,31
tt0107946,1993,Malevolent Mate,Hong Kong,1,en,84,"Crime,Horror",5.1,32
tt0108127,1993,水滸笑傳,Hong Kong/Singapore,1,yue,84,"Comedy,Crime",5.4,128
tt0108520,1993,A Warrior's Tragedy II,Hong Kong,1,en,84,\N,8.2,7
tt0121375,1993,Pink Panther,Taiwan/Hong Kong,1,en,84,\N,4.9,20
tt0121546,1993,Angel of Vengeance,Taiwan/Hong Kong,1,en,84,"Action,Thriller",4,72
tt0121735,1993,Sha da jie fan zhuan feng ren yuan,Hong Kong,1,\N,84,Comedy,5.6,14
tt0121867,1993,Tattoo Girl,Hong Kong,1,en,84,Action,5.2,8
tt0346028,1993,Body Lover,Hong Kong,1,en,84,"Action,Adult",5.4,25
tt2361595,1993,On Parole No.2: Do Unto Others,Hong Kong,1,en,84,"Action,Crime",7.5,8
tt0108126,1993,Sexy Playgirls,Hong Kong,1,en,83,Crime,4.5,27
tt0108115,1993,Sex for Sale,Hong Kong,1,en,82,"Action,Crime",5.2,562
tt0108610,1993,Legend of the Liquid Sword,Hong Kong,1,en,82,"Action,Adventure,Comedy",5.5,214
tt0108637,1993,Yue yeh tin moh,Hong Kong,1,yue,82,"Crime,Drama",4.8,16
tt0108657,1993,住家舞男,Hong Kong/Taiwan,1,cmn,82,\N,5,13
tt0346159,1993,Ren rou la chang,Taiwan/Hong Kong,1,cmn,82,"Crime,Horror",6.7,51
tt0107398,1993,李洛夫奇案,Hong Kong,1,cmn,81,"Action,Crime",5.9,37
tt0106343,1993,Bak fat moh lui II,Hong Kong,1,yue,80,"Action,Fantasy,Romance",5.8,1155
tt0351748,1993,Lan Kwai Fong Swingers,Hong Kong,1,en,80,Comedy,4.2,18
tt0108097,1993,Ci ke xin chuan zhi Sha ren zhe Tang Zhan,Hong Kong/China,1,cmn,78,Action,6.1,237
tt0106565,1993,Chuk muk geng sam,Hong Kong,1,yue,77,"Horror,Thriller",5.5,63
tt0107565,1993,Mi tao cheng shu shi,Hong Kong,1,cmn,77,"Comedy,Romance",5.4,644
tt5204552,1993,Xie zi: Mie sha xing dong,Hong Kong,1,cmn,75,"Action,Crime",3.3,15
tt0184063,1993,Lost Lamb,Hong Kong/Taiwan,1,en,74,Fantasy,4.7,8
tt0121580,1993,My Pale Lover,Hong Kong,1,en,66,Drama,4.7,34
tt6943546,1993,Beethoven: Symphony No. 7 - The Early Recordings,Hong Kong,1,\N,55,Music,9.1,15
tt0104852,1993,Hong Kong Eva,Hong Kong,1,en,50,"Drama,Romance",3.8,17
tt0104048,1993,Dances with Snakes,Hong Kong,1,en,,"Comedy,Fantasy",5.1,41
tt0107393,1993,格殺令,Philippines/Hong Kong,1,yue,,Action,4.8,78
tt0107437,1993,Long kua si hai zhi zhi ming qing ren,Hong Kong,1,\N,,"Action,Drama",5.8,25
tt0108361,1993,Cohabitation,Hong Kong,1,en,,\N,4.7,11
tt0122040,1993,Mo,Hong Kong,1,\N,,\N,5.8,17
tt0182975,1993,The Idlings of the Emperor,Hong Kong,1,en,,Adult,5.6,8
tt0185450,1993,Fei fung chun siu,Hong Kong,1,yue,,\N,5.2,7
tt0185777,1993,Sex Flower,Hong Kong,1,en,,Adult,4.2,12
tt0347036,1993,Devil Sex Love,Hong Kong,1,en,,"Drama,Horror",5.4,23
tt0348411,1993,Wild at Heart (1993),Hong Kong,1,en,,Adult,6.1,20
tt0368587,1993,Zhuan qian huang hou,Hong Kong,1,cmn,,Drama,6.4,31
tt5439564,1993,Angel the Kickboxer,Hong Kong,1,\N,,Action,5.2,16
tt0111760,1994,The Great Conqueror's Concubine,Hong Kong/China,1,en,165,"Action,Drama,History",6.7,299
tt0109235,1994,背靠背，臉對臉,China/Hong Kong,1,cmn,148,Drama,8.2,719
tt0111423,1994,天與地,Hong Kong/China,1,cmn,140,"Action,Crime,Drama",6.1,197
tt0111786,1994,陽光燦爛的日子,China/Hong Kong,1,yue,134,"Drama,Romance",8.1,5446
tt0110081,1994,Life Times,Hong Kong/China,1,en,133,"Drama,War",8.3,20243
tt0109683,1994,God of Gamblers 2,Hong Kong,1,en,126,"Action,Drama",6.7,2850
tt0110055,1994,Hong tian mi ling,Hong Kong/Philippines,1,\N,119,"Action,Thriller",5.6,48
tt0110071,1994,Treasure Hunt,Hong Kong,1,en,111,"Action,Comedy,Crime",6.2,615
tt0110053,1994,紅玫瑰白玫瑰,Hong Kong/Taiwan,1,yue,110,Drama,7,326
tt0109958,1994,Jin zhi yu ye,Hong Kong,1,cmn,107,"Comedy,Romance",7.3,1266
tt0110340,1994,梁祝,Hong Kong,1,yue,107,"Drama,Fantasy,Romance",7.3,992
tt0110201,1994,Gau ban ji ma goon: Bak min Bau Ching Tin,Hong Kong,1,yue,106,Comedy,7.5,4600
tt0110924,1994,Victory,Hong Kong,1,en,106,"Comedy,Drama",7,13
tt0109142,1994,Midnight Revenge,Hong Kong/Taiwan,1,en,105,"Action,Drama",7,8
tt0109471,1994,怨婦俱樂部,Hong Kong/Taiwan,1,yue,105,"Comedy,Drama,Romance",6.6,89
tt0109963,1994,沙甸魚殺人事件,Hong Kong,1,yue,105,"Comedy,Drama",6.7,34
tt0110080,1994,Burning Paradise,Hong Kong,1,en,104,"Action,Adventure,Fantasy",7,914
tt0110198,1994,The Long and Winding Road,Hong Kong,1,en,104,"Comedy,Drama",6.2,188
tt0110493,1994,Meng chai ren,Hong Kong,1,cmn,104,"Comedy,Crime,Mystery",5.8,43
tt0109786,1994,The Final Option,Hong Kong,1,en,103,"Action,Crime",5.8,146
tt0110200,1994,Fist of Legend,Hong Kong,1,en,103,"Action,Drama",7.5,24791
tt0111778,1994,新英雄本色,Hong Kong,1,cmn,103,"Action,Crime,Thriller",5.8,335
tt0111512,1994,Zui quan II,Hong Kong,1,cmn,102,"Action,Comedy",7.5,48634
tt0110073,1994,Huang Fei Hong zhi wu: Long cheng jian ba,Hong Kong,1,cmn,101,"Action,Drama",5.9,1201
tt0121912,1994,Yue gui zhi lang,Hong Kong/Philippines,1,\N,101,Action,4,21
tt0109688,1994,東邪西毒,Hong Kong/Taiwan,1,yue,100,"Action,Drama",7,16796
tt0110192,1994,記得......香蕉成熟時Ⅱ初戀情人,Hong Kong,1,cmn,100,"Comedy,Romance",7.3,67
tt0110660,1994,I Will Wait for You,Hong Kong,1,en,100,"Comedy,Romance",6.7,77
tt0110852,1994,Love on Delivery,Hong Kong,1,en,100,"Action,Comedy,Romance",6.8,3671
tt0111772,1994,New Man on the Brink,Hong Kong,1,en,100,"Action,Crime,Thriller",6.4,140
tt0111839,1994,Naughty Couple,Hong Kong,1,en,100,Comedy,6.7,34
tt0110193,1994,機密檔案之致命誘惑,Hong Kong,1,cmn,99,"Action,Thriller",5.6,42
tt0111424,1994,The Day the Sun Turned Cold,Hong Kong,1,en,99,"Crime,Drama,Mystery",7.1,257
tt0109407,1994,Zum mak dik goo leung,Hong Kong,1,yue,98,Horror,4.8,58
tt0109620,1994,Dian zhi bing bing: Qing nian gan tan,Hong Kong,1,cmn,98,"Crime,Drama",6.9,21
tt0109692,1994,Du shi qing yuan,Hong Kong,1,cmn,98,"Drama,Romance",6.8,134
tt0109738,1994,Ermo,Hong Kong/China,1,\N,98,"Comedy,Drama",7.1,460
tt0110980,1994,等著你回來,Hong Kong,1,cmn,98,"Comedy,Drama,Horror",6.2,125
tt0111661,1994,晚9朝5,Hong Kong,1,yue,98,"Comedy,Drama,Romance",6.7,92
tt3530728,1994,Mo jun dik oi,Hong Kong,1,yue,98,"Drama,Romance",6.6,13
tt0109215,1994,The True Hero,Hong Kong,1,en,97,"Action,Crime,Drama",5.8,40
tt0110196,1994,Ji mui ching sam,Hong Kong,1,yue,97,"Comedy,Drama",6.4,34
tt0110513,1994,Mie men can an II: Jie zhong,Hong Kong,1,cmn,97,"Comedy,Thriller",5.5,465
tt0111165,1994,神龍賭聖之旗開得勝,Hong Kong,1,yue,97,Comedy,4.6,82
tt0111810,1994,運財童子,Hong Kong,1,cmn,97,"Comedy,Horror",6.1,30
tt0111838,1994,Whatever You Want,Hong Kong,1,en,97,"Comedy,Fantasy,Romance",5.9,78
tt0347776,1994,Man long: Man tai siu lui,Taiwan/Hong Kong,1,yue,97,"Comedy,Romance",6.3,29
tt0108997,1994,What Price Survival,Hong Kong,1,en,96,"Action,Drama,Romance",5.8,213
tt0109061,1994,Oi ching sik heung mei,Hong Kong,1,yue,96,\N,6.8,6
tt0110402,1994,Luen sai chiu yan,Hong Kong,1,yue,96,Comedy,5.5,16
tt0110927,1994,Ching lau sap yee fong,Hong Kong,1,yue,96,"Comedy,Romance",4.9,127
tt0110969,1994,Ren yu chuan shuo,Hong Kong,1,cmn,96,"Comedy,Fantasy,Romance",6.1,188
tt0111063,1994,三個相愛的少年,Hong Kong,1,cmn,96,Comedy,6.6,58
tt0111167,1994,I Wanna Be Your Man,Hong Kong,1,en,96,Romance,5.8,24
tt0111178,1994,Si wang jian yu,Hong Kong,1,cmn,96,"Drama,Thriller",4.9,19
tt0111762,1994,Sin yan cheung,Hong Kong,1,yue,96,Drama,5.5,63
tt0111774,1994,Sun lam foon nui oi,Hong Kong,1,yue,96,Drama,5.3,17
tt0111776,1994,The Dragon Chronicles - The Maidens of Heavenly Mountain,Hong Kong,1,en,96,"Action,Fantasy",5.9,609
tt0111800,1994,Wing Chun,Hong Kong,1,en,96,"Action,Comedy,Drama",7,3470
tt0111849,1994,昨夜長風,Hong Kong,1,cmn,96,Romance,6.2,24
tt0109616,1994,Drunken Eagle,Hong Kong,1,en,95,"Action,Crime,Drama",5.4,17
tt0109789,1994,The Private Eye Blues,Hong Kong,1,en,95,"Comedy,Crime,Drama",6.9,70
tt0110054,1994,The New Legend of Shaolin,Hong Kong,1,en,95,"Action,Adventure,Comedy",6.3,6042
tt0110339,1994,Modern Romance,Hong Kong,1,en,95,"Comedy,Romance",5.7,77
tt0110541,1994,Moh dang lung jang foo dau,Hong Kong,1,yue,95,"Comedy,Crime",5.8,31
tt0111152,1994,Two Shaolin Kids in Hong Kong,Hong Kong/China,1,en,95,\N,4.3,14
tt0111830,1994,正月十五之一生一世,Hong Kong,1,cmn,95,Horror,5.6,27
tt0107460,1994,The Kung Fu Scholar,Hong Kong,1,en,94,"Action,Comedy",5.8,177
tt0109393,1994,拆彈專家：寶貝炸彈,Hong Kong,1,cmn,94,"Comedy,Crime",5.7,51
tt0109524,1994,It's a Wonderful Life,Hong Kong,1,en,94,"Comedy,Family",6.3,292
tt0110418,1994,Circus Kids,Hong Kong,1,en,94,"Action,Drama",5.7,151
tt0182923,1994,Comic Dreams of '97,Hong Kong,1,en,94,Comedy,4.8,11
tt0345574,1994,Snake Beauty,Taiwan/Hong Kong,1,en,94,Drama,4.7,22
tt0105401,1994,A Narrow Escape,Hong Kong,1,en,93,Drama,3.5,301
tt0110195,1994,Hong Kong Adam's Family,Hong Kong,1,en,93,Comedy,5.9,18
tt0111027,1994,Fatal Obsession,Hong Kong,1,en,93,Horror,4.8,20
tt0111076,1994,A Taste of Killing and Romance,Hong Kong,1,en,93,"Action,Crime,Romance",5.8,168
tt0111761,1994,吸我一個吻,Hong Kong,1,yue,93,"Comedy,Drama,Horror",5.4,56
tt0109026,1994,999 Whodunit,Hong Kong,1,yue,92,"Crime,Mystery,Thriller",6.3,26
tt0109027,1994,A De shen ming,Hong Kong,1,\N,92,Drama,5.6,14
tt0109311,1994,播種情人,Hong Kong,1,cmn,92,"Comedy,Drama",6.7,26
tt0109346,1994,Screwball '94,Hong Kong,1,en,92,"Comedy,Romance",5.8,75
tt0109513,1994,Crossings,Hong Kong,1,en,92,"Drama,Romance",7.1,42
tt0109787,1994,S.D.U. - Mission in Mission,Hong Kong,1,en,92,Action,5.1,9
tt0109953,1994,鬼迷心竅,Hong Kong,1,yue,92,"Comedy,Horror",4.5,56
tt0110456,1994,滿清禁宮奇案,Hong Kong,1,yue,92,"Comedy,Drama,Romance",4.8,204
tt0111066,1994,Rock N'Roll Cop,Hong Kong,1,en,92,"Action,Crime,Thriller",6.4,165
tt0111835,1994,The Bodyguard from Beijing,Hong Kong,1,en,92,"Action,Crime,Thriller",6.4,5552
tt0106567,1994,Fearless Match,Hong Kong,1,en,91,Crime,5.8,16
tt0107428,1994,Deadful Melody,Hong Kong/China,1,en,91,"Action,Thriller",6.3,533
tt0109598,1994,Lantern,Hong Kong,1,en,91,"Action,Crime,Drama",5.2,7
tt0109678,1994,Zui quan III,Hong Kong/China,1,cmn,91,"Action,Adventure",5.1,461
tt0109946,1994,Shanghai Fever,China/Hong Kong,1,en,91,"Comedy,Drama",7,144
tt0110380,1994,龍虎新風雲之頭號通緝犯,Hong Kong,1,cmn,91,"Action,Crime,Thriller",6.4,76
tt0111037,1994,Ruo sha,Hong Kong,1,cmn,91,Horror,6.1,852
tt0111515,1994,Hong Kong Crimes: Sex maniac of Tuen Mun,Hong Kong,1,cmn,91,"Crime,Horror",5.2,128
tt0111679,1994,Hello! Who Is It?!,Hong Kong,1,en,91,Horror,5.1,24
tt0111764,1994,Xi xue gui li wang,Hong Kong,1,cmn,91,"Crime,Horror,Thriller",6.2,280
tt0111771,1994,Revanchist (1994),China/Taiwan/Hong Kong,1,en,91,"Action,Adult,Drama",6.5,21
tt0111773,1994,San dai siu bat leung,Hong Kong,1,yue,91,"Action,Crime",4.9,22
tt0111796,1994,The Sichuan Concubines,Hong Kong,1,en,91,"Drama,History",5,27
tt0114999,1994,1941 Hong Kong on Fire,Hong Kong,1,en,91,"Comedy,Drama,War",6.2,77
tt0109428,1994,Chong an shi lu: O ji,Hong Kong,1,cmn,90,"Action,Crime,Thriller",6.7,275
tt0109690,1994,Deut mang jip juk,Hong Kong,1,yue,90,"Drama,Thriller",6.3,16
tt0109803,1994,Fire Dragon,Hong Kong,1,en,90,"Action,Comedy,Drama",6.2,253
tt0109968,1994,Hoi gok ngai ching,Hong Kong,1,yue,90,Drama,4.6,12
tt0110923,1994,七金剛,Hong Kong,1,yue,90,Action,5.4,330
tt0110928,1994,Ching yan dik ching yan,Taiwan/Hong Kong,1,yue,90,Drama,6.3,8
tt0111738,1994,我愛法拉利,Hong Kong,1,yue,90,Romance,6,9
tt0111766,1994,Xiao lin xiao zi II: Xin wu long yuan,Hong Kong/Taiwan,1,\N,90,"Action,Comedy",5.9,405
tt0111779,1994,Xin ying zhao nu lang,Hong Kong,1,cmn,90,Drama,5.2,36
tt0111827,1994,張保仔,Hong Kong/China,1,cmn,90,Drama,6.2,6
tt0113144,1994,Nga chau ging chat: Go nga sin (1994),Hong Kong/Philippines,1,yue,90,"Action,Crime,Thriller",5.5,181
tt0284510,1994,Net of Heaven Action,Hong Kong/China,1,cmn,90,"Adventure,Crime",6.2,10
tt0109261,1994,Her Fatal Ways IV,Hong Kong,1,en,89,Comedy,5.6,51
tt0109345,1994,Girls Unbutton,Hong Kong,1,en,89,"Comedy,Romance",4.8,238
tt0109420,1994,Qing guan nan shen,Hong Kong,1,cmn,89,"Comedy,Drama",5.2,7
tt0109521,1994,Master of Zen,Hong Kong,1,en,89,"Action,Drama,Fantasy",6.9,141
tt0110328,1994,冷血人狼,Hong Kong,1,cmn,89,"Crime,Horror",5.4,51
tt0110369,1994,Lau man lut si,Hong Kong,1,yue,89,Drama,5.3,11
tt0111154,1994,Siu lui Poon Gam Lin,Hong Kong,1,yue,89,Drama,5.9,76
tt0111836,1994,Zhong ji lie sha,Taiwan/Hong Kong,1,cmn,89,"Action,Crime",5.2,170
tt0111840,1994,Wan qing feng yun,Hong Kong/China,1,cmn,89,"Action,Adventure,Drama",4.9,25
tt0121567,1994,Yin lang xin,Hong Kong,1,cmn,89,\N,6.5,13
tt0110926,1994,Dragon and the Green Hornet,Hong Kong/China,1,en,88,"Action,Adventure,Fantasy",5.2,106
tt0111153,1994,Shaolin Kung Fu,Hong Kong/China,1,en,88,"Action,Documentary,Drama",7.1,90
tt0111663,1994,Xing ai Wei Xiao Bao: Wan nv da wang,Hong Kong/Taiwan,1,cmn,88,"Action,Comedy,Crime",4.3,23
tt0111837,1994,The Chinese Ghostbuster,Hong Kong,1,en,88,"Fantasy,Horror",5.5,62
tt0113757,1994,Moon ching sap dai huk ying,Hong Kong,1,yue,88,"Comedy,Drama,Horror",5.9,1414
tt0121617,1994,Ye jing da zhui sha,Hong Kong,1,\N,88,Action,3,6
tt0182960,1994,The Deadly Island,Hong Kong,1,en,88,Action,4.7,8
tt6917516,1994,Cun ji,Hong Kong/China,1,\N,88,Drama,5,13
tt0109947,1994,Gwaai hap yak chi mui,Hong Kong,1,yue,87,"Action,Comedy,Crime",5.4,40
tt0110409,1994,Sweet Smell of Death,Hong Kong,1,en,87,Romance,8.4,123
tt0110658,1994,Ngai hung gwong goon go go gwa - Ji nui gung yue,Hong Kong,1,yue,87,Romance,5.7,22
tt0111795,1994,Gleam of Hope,Hong Kong,1,en,87,"Crime,Thriller",4.9,13
tt0109540,1994,The Three Swordsmen,Hong Kong,1,en,86,"Action,Comedy",5.1,355
tt0111050,1994,山雞變鳳凰,Hong Kong,1,cmn,86,"Comedy,Crime,Romance",5.5,29
tt0111739,1994,I Have a Date with Spring,Hong Kong,1,en,86,"Drama,Musical",7.1,148
tt0184450,1994,Hua cheng chu ji,Hong Kong/France,1,\N,86,\N,4.2,7
tt0185673,1994,Shaolin Heroes,China/Hong Kong,1,en,86,Action,5.3,45
tt0109427,1994,Satin Steel,Hong Kong,1,en,85,"Action,Crime,Thriller",5.2,87
tt0109617,1994,Gambling Baron,Hong Kong,1,en,85,Crime,5,9
tt0109788,1994,The Gods Must Be Funny in China,Hong Kong,1,en,85,Comedy,3.8,451
tt0109203,1994,One of the Lucky Ones,Hong Kong,1,en,84,Drama,6.7,25
tt0109213,1994,Crystal Fortune Run,Hong Kong,1,en,84,"Action,Crime,Fantasy",5.3,47
tt0109962,1994,Guo chan Ling Ling Qi,Hong Kong,1,cmn,84,"Action,Comedy,Thriller",7.1,7624
tt0110624,1994,Nan er dang ru zun,Hong Kong,1,cmn,84,"Comedy,Sport",5.8,48
tt0111422,1994,Tai tin hang dou: Saat hing,Hong Kong,1,yue,84,"Crime,Drama,Horror",5.8,197
tt0109409,1994,Naked Rose,Hong Kong,1,en,83,"Drama,Romance",5.5,15
tt0109796,1994,Fung chan sam nui hap,Hong Kong,1,yue,82,Drama,5,30
tt0347984,1994,Tang chao jing gong ku xing,Taiwan/Hong Kong,1,cmn,80,\N,3.6,10
tt0121859,1994,Zhong an shi lu: Shui xiang cang shi,Hong Kong,1,cmn,79,"Action,Crime,Horror",5.9,20
tt0121416,1994,Yin moh bo hang,Taiwan/Hong Kong/Thailand,1,yue,78,"Action,Horror",4.1,27
tt0121790,1994,Jumping from the triad,Hong Kong,1,yue,69,"Action,Crime",4.8,15
tt0110925,1994,Dream Lovers,Hong Kong,1,en,66,Comedy,4.8,13
tt0109597,1994,Right Here Waiting,Hong Kong,1,en,,Drama,5.2,25
tt0111166,1994,Shen tan Power: Wen mi zhui xiong,Hong Kong,1,\N,,"Action,Comedy",5.8,23
tt0121522,1994,Kai fa qu sha ren shi jian,Hong Kong/Taiwan,1,\N,,Action,4.6,7
tt0121831,1994,Fu shi yuan qu,Hong Kong,1,\N,,Comedy,4,13
tt0122300,1994,Unpublicized Case: Human Sausages,Hong Kong,1,\N,,"Crime,Horror",4.5,11
tt0183305,1994,Jing hua rou bo qiang jian dang,Hong Kong,1,cmn,,"Action,Crime",4.6,17
tt0185596,1994,Gim neui long,Taiwan/Hong Kong,1,yue,,"Drama,Mystery",4.5,20
tt0319723,1994,Tung chong 2 mung,Hong Kong,1,yue,,"Action,Crime,Horror",4.8,35
tt0341111,1994,Deadly Target,China/Hong Kong,1,en,,"Action,Crime",5.2,9
tt0346748,1994,Run for Life: Ladies from China,Hong Kong,1,en,,"Crime,Drama",6.4,11
tt0347980,1994,Xin qi qin qi zong qi se lang,Hong Kong,1,cmn,,\N,4.8,8
tt0351764,1994,Snake Monsters,Hong Kong,1,en,,\N,3.7,8
tt0112767,1995,三輪車夫,Vietnam/France/Hong Kong,1,yue,123,"Crime,Drama",7.2,5436
tt0113930,1995,"Don't Cry, Nanking",Taiwan/Hong Kong,1,en,120,"Drama,History,War",6.6,272
tt0113651,1995,Lie huo zhan che,Hong Kong,1,cmn,114,"Action,Drama",6.5,619
tt0112772,1995,The Adventurers,Hong Kong,1,en,110,"Action,Drama",6,456
tt0114013,1995,Nü er hong,Hong Kong,1,\N,110,\N,7.4,41
tt0114126,1995,Pi li huo,Hong Kong,1,cmn,110,"Action,Crime,Thriller",6.3,9925
tt0126942,1995,Xiang Jiang hua yue ye,Hong Kong,1,cmn,108,Comedy,5.6,16
tt0114998,1995,"Whatever Will Be, Will Be",Hong Kong,1,en,107,"Comedy,Drama,Musical",6.5,101
tt0116732,1995,Heaven Can't Wait,Hong Kong,1,en,107,"Comedy,Drama",6.4,147
tt0109954,1995,歸土,Hong Kong,1,cmn,106,\N,5.7,8
tt0116511,1995,Hei jun ma,Hong Kong/China,1,\N,106,Drama,7.4,265
tt0112543,1995,"Love, Guns and Glass",Hong Kong,1,en,105,"Action,Drama",6.5,24
tt0112800,1995,Do,Hong Kong,1,yue,105,Action,7,3557
tt0113153,1995,Gei ba ba de xin,Hong Kong,1,cmn,104,"Action,Crime,Drama",6.5,5406
